#OTU ID,Domain,Phylum,Class,Order,Family,Genus,Species
OTU1803,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU1804,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,DQ906072_g,
OTU1805,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,EF516303_g,EF516303_s
OTU1806,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,DQ906071_g,
OTU1807,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Aquisphaera,
OTU1808,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Stella,
OTU1809,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,
OTU181,Bacteria,Chloroflexi,Ktedonobacteria,AY673403_o,AY673403_f,AJ536887_g,AJ536887_s
OTU1810,Eukarya,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,,
OTU1811,Unassigned,,,,,,
OTU1812,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,EU137390_g,
OTU1813,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,HQ674891_f,HQ674891_g,
OTU1814,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Singulisphaera,
OTU1815,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,HQ190378_g,
OTU1816,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,
OTU1817,Bacteria,AD3,AY289487_c,FJ625337_o,FJ625337_f,FJ625337_g,
OTU1818,Bacteria,Armatimonadetes,FJ479425_c,JF319233_o,JF319233_f,GQ397023_g,
OTU1819,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,AY234711_g,
OTU182,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,EF494332_g,
OTU1820,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,DQ648914_g,
OTU1821,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium,
OTU1822,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU1823,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,
OTU1824,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,EU335345_g,
OTU1825,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacter_o,DQ480487_f,DQ480487_g,
OTU1826,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
OTU1827,Bacteria,Actinobacteria,Actinobacteria_c,Streptosporangiales,Streptosporangiaceae,Sphaerisporangium,
OTU1828,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU1829,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AB232813_g,
OTU183,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ478962_g,
OTU1830,Bacteria,Actinobacteria,Actinobacteria_c,Frankiales,Geodermatophilaceae,Geodermatophilus,
OTU1831,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU1832,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JF922455_g,
OTU1833,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,EF032738_f,EF032738_g,
OTU1834,Bacteria,Bacteroidetes,Sphingobacteriia,HQ178786_o,FN811185_f,FN811185_g,
OTU1835,Bacteria,Chloroflexi,FR749824_c,FJ625377_o,FJ625377_f,FJ625377_g,
OTU1836,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU1837,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,EU925840_g,
OTU1838,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,
OTU1839,Bacteria,Cyanobacteria,JF737898_c,JF737898_o,JF737898_f,JF737898_g,
OTU184,Bacteria,AD3,AY289487_c,FJ625337_o,FJ625337_f,FJ625337_g,
OTU1840,Bacteria,TM6,TM6_c,Babela_o,AY661981_f,,
OTU1841,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,AJ009449_g,
OTU1842,Unassigned,,,,,,
OTU1843,Bacteria,Chloroflexi,HM748667_c,HM748667_o,HM748667_f,HM748667_g,
OTU1844,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,,
OTU1845,Eukarya,Streptophyta,Polypodiopsida,,,,
OTU1846,Unassigned,,,,,,
OTU1847,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
OTU1848,Unassigned,,,,,,
OTU1849,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ517701_g,
OTU185,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Solibacter,
OTU1850,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaera_o,Pedosphaera_f,Pedosphaera,
OTU1851,Bacteria,Chloroflexi,EF516615_c,EF516615_o,EF516615_f,EF516615_g,
OTU1852,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Labilithrix,
OTU1853,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,AJ009449_g,
OTU1854,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JF833881_g,
OTU1855,Bacteria,WS5,WS5_c,EU644175_o,EU644175_f,EU644175_g,
OTU1856,Unassigned,,,,,,
OTU1857,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Aquisphaera,
OTU1858,Bacteria,Cyanobacteria,JF737898_c,JF737898_o,JF737898_f,JF737898_g,
OTU1859,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,,
OTU186,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,Beijerinckia_indica
OTU1860,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,EF516303_g,EF516303_s
OTU1861,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,GU199451_f,DQ984558_g,
OTU1862,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,AB245340_g,
OTU1863,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,
OTU1864,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ466216_g,
OTU1865,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU1866,Bacteria,DQ499300_p,DQ499300_c,EU134912_o,EU134912_f,EU134912_g,
OTU1867,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,EF580964_g,
OTU1868,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,
OTU1869,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU187,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU1870,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ517701_g,
OTU1871,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1872,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,EF157243_g,
OTU1873,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Singulisphaera,
OTU1874,Bacteria,Microgenomates_OP11,Microgenomatus_c,DQ404773_o,DQ404629_f,AB179670_g,
OTU1875,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,
OTU1876,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1877,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU1878,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,AY425792_g,AY425792_s
OTU1879,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,
OTU188,Bacteria,Actinobacteria,Actinobacteria_c,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,
OTU1880,Bacteria,Actinobacteria,Actinobacteria_c,FJ478799_o,JF421206_f,AB254778_g,
OTU1881,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ478962_g,
OTU1882,Eukarya,Streptophyta,Chlorokybophyceae,Chlorokybales,Chlorokybaceae,Chlorokybus,Chlorokybus_atmophyticus
OTU1883,Bacteria,Bacteroidetes,Sphingobacteriia,CP012155_o,CP012155_f,CP012155_g,
OTU1884,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1885,Bacteria,Planctomycetes,DQ228400_c,DQ228400_o,DQ228400_f,DQ228400_g,
OTU1886,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobium,
OTU1887,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,
OTU1888,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU1889,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,HQ864103_g,
OTU189,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU1890,Bacteria,Bacteroidetes,Sphingobacteriia,HQ178786_o,HQ178786_f,HQ178786_g,
OTU1891,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,,
OTU1892,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
OTU1893,Bacteria,Chloroflexi,HM748667_c,HM748667_o,AY922170_f,AY922170_g,
OTU1894,Bacteria,Actinobacteria,Actinobacteria_c,Frankiales,Nakamurellaceae,FM874283_g,
OTU1895,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,
OTU1896,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,EF494332_g,
OTU1897,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Kouleothrix_f,Kouleothrix,
OTU1898,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
OTU1899,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,EF520360_f,EF520360_g,
OTU19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
OTU190,Eukarya,Chlorophyta,Chlorophyceae,Sphaeropleales,,,
OTU1900,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,EU881120_g,
OTU1901,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,
OTU1902,Bacteria,Proteobacteria,Betaproteobacteria,DQ395705_o,EU786132_f,EU786132_g,
OTU1903,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,
OTU1904,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,GQ263992_g,
OTU1905,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1906,Bacteria,Chloroflexi,HQ674362_c,EF516466_o,EF516466_f,EF516466_g,
OTU1907,Bacteria,Proteobacteria,Oligoflexia,Oligoflexales,Oligoflexaceae,Spirobacillus,
OTU1908,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ466216_g,
OTU1909,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,FR749768_f,FR749768_g,FR749768_s
OTU191,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,
OTU1910,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella,
OTU1911,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AB232813_g,
OTU1912,Bacteria,WS5,WS5_c,EU644175_o,EU644175_f,GQ397067_g,
OTU1913,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,HQ609614_f,HQ609614_g,
OTU1914,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,AY234711_g,
OTU1915,Bacteria,Actinobacteria,Actinobacteria_c,Micromonosporales,Micromonosporaceae,Actinoplanes,
OTU1916,Bacteria,Cyanobacteria,JF417809_c,JF417809_o,JF417809_f,JF417809_g,
OTU1917,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,GQ339148_g,
OTU1918,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,
OTU1919,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,EU135289_g,
OTU192,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,
OTU1920,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,AJ582058_g,
OTU1921,Bacteria,Chloroflexi,EU133950_c,EU133950_o,EU133950_f,EU133950_g,
OTU1922,Bacteria,Chloroflexi,FR749824_c,FJ625377_o,FJ625377_f,FJ625377_g,
OTU1923,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,GU127727_g,
OTU1924,Bacteria,Armatimonadetes,FJ479425_c,JF319233_o,JF319233_f,GQ397023_g,
OTU1925,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,FJ660559_g,
OTU1926,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AB232813_g,
OTU1927,Eukarya,Chlorophyta,Trebouxiophyceae,Coccomyxa_o,Coccomyxa_f,Coccomyxa,
OTU1928,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU1929,Unassigned,,,,,,
OTU193,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,
OTU1930,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodopila,
OTU1931,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,DQ906072_g,
OTU1932,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU1933,Bacteria,Cyanobacteria,Vampirovibrio_c,Vampirovibrio_o,Vampirovibrio_f,FJ543055_g,
OTU1934,Bacteria,Acidobacteria,CP015136_c,CP015136_o,CP015136_f,GU187040_g,
OTU1935,Eukarya,Streptophyta,Liliopsida,Poales,Poaceae,,
OTU1936,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,FN436189_f,FN436189_g,
OTU1937,Unassigned,,,,,,
OTU1938,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU680443_f,,
OTU1939,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,EF515980_g,
OTU194,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Reyranella,
OTU1940,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1941,Unassigned,,,,,,
OTU1942,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,GU454944_g,
OTU1943,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,HQ674860_g,
OTU1944,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU1945,Bacteria,Chloroflexi,Thermomicrobia,DQ129389_o,DQ129389_f,FJ478561_g,
OTU1946,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,
OTU1947,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,EU589321_g,
OTU1948,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,FN554387_g,
OTU1949,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
OTU195,Eukarya,Chlorophyta,Trebouxiophyceae,Coccomyxa_o,Coccomyxa_f,Coccomyxa,Coccomyxa_subellipsoidea
OTU1950,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Zavarzinella,
OTU1951,Bacteria,Armatimonadetes,FJ479425_c,JF319233_o,JF319233_f,GQ397023_g,
OTU1952,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizomicrobium_f,Rhizomicrobium,
OTU1953,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,DQ906072_g,
OTU1954,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU1955,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU881261_f,EU881261_g,
OTU1956,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,
OTU1957,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,DQ906078_f,DQ906078_g,
OTU1958,Bacteria,Elusimicrobia,Elusimicrobia_c,Elusimicrobiales,AF407708_f,AY622271_g,
OTU1959,Bacteria,Chloroflexi,Anaerolineae,Anaerolinaeles,Anaerolinaceae,AF234690_g,
OTU196,Bacteria,Actinobacteria,Actinobacteria_c,Streptosporangiales,AF498716_f,EU861937_g,
OTU1960,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1961,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
OTU1962,Bacteria,Kazan,CP011216_c,FJ478736_o,FJ478736_f,FJ478736_g,
OTU1963,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU1964,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,EU636037_g,
OTU1965,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU680443_f,EF516503_g,EF516503_s
OTU1966,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,FR749768_f,FR749768_g,FR749768_s
OTU1967,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
OTU1968,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1969,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,FJ660559_g,
OTU197,Bacteria,Acidobacteria,Solibacteres,EU445199_o,EU445199_f,HM748715_g,
OTU1970,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,AY963421_g,
OTU1971,Bacteria,Chloroflexi,Caldilineae,Caldilineales,AF234694_f,AF234694_g,
OTU1972,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU1973,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ478962_g,
OTU1974,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU680443_f,,
OTU1975,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,
OTU1976,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU1977,Bacteria,Chloroflexi,FR749824_c,FR749824_o,FR749824_f,FR749824_g,
OTU1978,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,
OTU1979,Bacteria,Elusimicrobia,Elusimicrobia_c,EU861834_o,DQ676361_f,,
OTU198,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,FR687426_f,GU113056_g,JF429132_s
OTU1980,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,PAC000571_g,
OTU1981,Bacteria,Actinobacteria,Actinobacteria_c,Corynebacteriales,Nocardiaceae,Rhodococcus,
OTU1982,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,,
OTU1983,Bacteria,Actinobacteria,Actinobacteria_c,FJ478799_o,FJ478799_f,FJ478799_g,
OTU1984,Bacteria,Latescibacteria_WS3,Latescibacter_c,AB530233_o,AB530233_f,AB530233_g,
OTU1985,Bacteria,Latescibacteria_WS3,Latescibacter_c,AM991194_o,AM991194_f,AM991194_g,
OTU1986,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,FJ444747_g,
OTU1987,Bacteria,Chloroflexi,Anaerolineae,Anaerolinaeles,DQ404819_f,DQ404819_g,
OTU1988,Bacteria,Proteobacteria,Betaproteobacteria,AY234747_o,AY234747_f,AY234747_g,
OTU1989,Bacteria,Actinobacteria,Actinobacteria_c,Frankiales,Nakamurellaceae,Nakamurella,
OTU199,Bacteria,Actinobacteria,Actinobacteria_c,Frankiales,HQ910322_f,HQ910322_g,
OTU1990,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,GQ263926_g,
OTU1991,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,FJ479101_g,
OTU1992,Bacteria,Cyanobacteria,Chroobacteria,Oscillatoriales,Symploca_f,Microcoleus_g1,
OTU1993,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,FR687426_f,GU113056_g,
OTU1994,Bacteria,Acidobacteria,CP015136_c,CP015136_o,CP015136_f,FJ478953_g,
OTU1995,Bacteria,AF234118_p,EU132452_c,EU132452_o,EU132452_f,HM186358_g,
OTU1996,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,DQ906072_g,
OTU1997,Bacteria,Acidobacteria,Thermoanaerobaculum_c,Thermoanaerobaculum_o,EU881271_f,EF020070_g,
OTU1998,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU1999,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,
OTU20,Bacteria,Acidobacteria,Solibacteres,EU445199_o,EU445199_f,HM748715_g,
OTU200,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,EU043754_g,EU043754_s
OTU2000,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,
OTU2001,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Solibacter,
OTU2002,Bacteria,Elusimicrobia,Elusimicrobia_c,EU861834_o,EU861834_f,EU861834_g,
OTU2003,Bacteria,Cyanobacteria,JF737898_c,JF737898_o,JF737898_f,JF737898_g,
OTU2004,Eukarya,Chlorophyta,Trebouxiophyceae,Microthamniales,Koliella_f,Koliella,
OTU2005,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,AB240379_g,
OTU2006,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,
OTU2007,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizomicrobium_f,Rhizomicrobium,
OTU2008,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
OTU2009,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU201,Bacteria,Proteobacteria,Deltaproteobacteria,FM253572_o,EU335336_f,EU335336_g,
OTU2010,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU2011,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU2012,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU2013,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AY945895_f,AY945895_g,
OTU2014,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU2015,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,
OTU2016,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU680443_f,EU680443_g,
OTU2017,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU2018,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU2019,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,EU132424_g,
OTU202,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU2020,Bacteria,Actinobacteria,Actinobacteria_c,Frankiales,Sporichthyaceae,Sporichthya,
OTU2021,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,Kallotenuaceae,EU861840_g,
OTU2022,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Psychroglaciecola,
OTU2023,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,DQ154856_f,DQ154856_g,
OTU2024,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU2025,Bacteria,Actinobacteria,Actinobacteria_c,Micromonosporales,Micromonosporaceae,Actinoplanes,
OTU2026,Bacteria,Chloroflexi,EU335161_c,EU335161_o,EU335161_f,EU335161_g,
OTU2027,Bacteria,BRC1,FP245541_c,FP245541_o,AJ604544_f,AJ604544_g,
OTU2028,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,Kallotenuaceae,EU861840_g,
OTU2029,Bacteria,Saccharibacteria_TM7,Saccharimonas_c,Saccharimonas_o,JF421159_f,JF421159_g,
OTU203,Eukarya,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,,
OTU2030,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,EU799406_f,EF520543_g,
OTU2031,Unassigned,,,,,,
OTU2032,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,EF492942_g,
OTU2033,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
OTU2034,Unassigned,,,,,,
OTU2035,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU680443_f,,
OTU2036,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila
OTU2037,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU881261_f,EU881261_g,
