#OTU ID,Domain,Phylum,Class,Order,Family,Genus,Species
OTU5560,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ517701_g,
OTU5561,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU5562,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
OTU5563,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,HQ609614_f,HQ609614_g,
OTU5564,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,EU753662_g,
OTU5565,Unassigned,,,,,,
OTU5566,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,HQ674860_g,
OTU5567,Bacteria,Elusimicrobia,Elusimicrobia_c,Elusimicrobiales,AF407708_f,AF407708_g,
OTU5568,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,EU881120_g,
OTU5569,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,EF016847_g,
OTU557,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,
OTU5570,Unassigned,,,,,,
OTU5571,Bacteria,Chloroflexi,FR749824_c,FR749824_o,FR749824_f,FR749824_g,
OTU5572,Bacteria,Cyanobacteria,JF737898_c,JF737898_o,EF018129_f,EF018129_g,
OTU5573,Unassigned,,,,,,
OTU5574,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,
OTU5575,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,JX105547_f,JX105547_g,JX105547_s
OTU5576,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodoplanes,
OTU5577,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,AB511016_f,AB511016_g,
OTU5578,Unassigned,,,,,,
OTU5579,Bacteria,AD3,AY289487_c,FJ625337_o,FJ625337_f,FJ625337_g,
OTU558,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU5580,Bacteria,Omnitrophica_OP3,FP245540_c,FP245538_o,FP245538_f,AM162486_g,
OTU5581,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,,
OTU5582,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,DQ906072_g,
OTU5583,Bacteria,Acidobacteria,DQ513087_c,DQ513087_o,DQ513087_f,HQ445680_g,
OTU5584,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,HM748650_g,
OTU5585,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,KB906767_g,
OTU5586,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,JF429019_g,
OTU5587,Bacteria,Cyanobacteria,JQ650114_c,JQ650114_o,JQ650114_f,JQ650114_g,
OTU5588,Bacteria,Microgenomates_OP11,Microgenomatus_c,LCFQ_o,LCFQ_f,HQ697377_g,HQ697377_s
OTU5589,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ517701_g,
OTU559,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavitalea,
OTU5590,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU5591,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,EF580964_g,
OTU5592,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU881261_f,EU881261_g,
OTU5593,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,CP011489_f,CP011489_g,
OTU5594,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,HQ609614_f,HQ609614_g,
OTU5595,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU5596,Bacteria,Chlamydiae,Chlamydiae_c,Chlamydiales,EU363464_f,EU363464_g,
OTU5597,Unassigned,,,,,,
OTU5598,Unassigned,,,,,,
OTU5599,Unassigned,,,,,,
OTU56,Bacteria,Chloroflexi,EU133950_c,EF516361_o,EF516361_f,EF522332_g,
OTU560,Bacteria,Acidobacteria,HQ645210_c,HQ645210_o,HQ645210_f,HQ645210_g,
OTU5600,Bacteria,EF019318_p,EF019318_c,EF019318_o,EF019318_f,EF019318_g,
OTU5601,Unassigned,,,,,,
OTU5602,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,HQ114176_g,
OTU5603,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizomicrobium_f,Rhizomicrobium,
OTU5604,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,JX505200_g,
OTU5605,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,EF516298_g,EF516298_s
OTU5606,Unassigned,,,,,,
OTU5607,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,
OTU5608,Bacteria,Chloroflexi,FR749824_c,FR749824_o,FR749824_f,FR749824_g,
OTU5609,Bacteria,Actinobacteria,Actinobacteria_c,Streptosporangiales,Thermomonosporaceae,Actinocorallia,
OTU561,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU5610,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU5611,Bacteria,Chloroflexi,HM748667_c,HM748667_o,HM748667_f,HM748667_g,
OTU5612,Unassigned,,,,,,
OTU5613,Bacteria,Kazan,CP011216_c,AM991231_o,AM991231_f,EF019223_g,
OTU5614,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,AY921748_g,
OTU5615,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
OTU5616,Unassigned,,,,,,
OTU5617,Bacteria,Proteobacteria,Oligoflexia,Oligoflexales,Oligoflexaceae,EU617864_g,
OTU5618,Bacteria,Parcubacteria_OD1,Paceibacter_c,CP011215_o,CP011215_f,,
OTU5619,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU562,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,GU454944_g,
OTU5620,Bacteria,TM6,TM6_c,Babela_o,,,
OTU5621,Unassigned,,,,,,
OTU5622,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
OTU5623,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ466216_g,
OTU5624,Bacteria,Cyanobacteria,JF417809_c,JF417809_o,JF417809_f,AJ583204_g,
OTU5625,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU5626,Unassigned,,,,,,
OTU5627,Bacteria,Tenericutes,Mollicutes,JPXG_o,JPXG_f,HQ645183_g,
OTU5628,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ466216_g,
OTU5629,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,DQ453119_f,GU113055_g,
OTU563,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU5630,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizomicrobium_f,Rhizomicrobium,
OTU5631,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,HM748650_g,
OTU5632,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU5633,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,DQ906072_g,
OTU5634,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,GQ402825_g,
OTU5635,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,JX105547_f,JX105547_g,PAC000648_s
OTU5636,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,AM086142_g,
OTU5637,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Paracaedibacteraceae,EF516774_g,
OTU5638,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU5639,Bacteria,Chloroflexi,FR749824_c,EF516434_o,EF516434_f,EF516434_g,EF516434_s
OTU564,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
OTU5640,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidipila,
OTU5641,Bacteria,Cyanobacteria,JQ650114_c,JQ650114_o,JQ650114_f,JQ650114_g,
OTU5642,Bacteria,Acidobacteria,Solibacteres,EU445199_o,EU445199_f,DQ451510_g,
OTU5643,Bacteria,Microgenomates_OP11,Microgenomatus_c,LCFQ_o,LCFQ_f,HQ697377_g,HQ697377_s
OTU5644,Bacteria,Planctomycetes,AM056027_c,HQ681992_o,HQ681992_f,EF515912_g,
OTU5645,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU5646,Bacteria,Chloroflexi,EF516615_c,EF516615_o,EF516615_f,EF516615_g,
OTU5647,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Holosporaceae,EU360475_g,
OTU5648,Unassigned,,,,,,
OTU5649,Bacteria,DQ833500_p,DQ833500_c,DQ833500_o,DQ833500_f,FJ625342_g,
OTU565,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,AY913229_g,
OTU5650,Bacteria,WS5,WS5_c,EU644175_o,EU644175_f,EU644175_g,
OTU5651,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,GQ339148_g,
OTU5652,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,KB906767_g,
OTU5653,Bacteria,Saccharibacteria_TM7,Saccharimonas_c,Saccharimonas_o,JF421159_f,JF421159_g,
OTU5654,Bacteria,AD3,AY289487_c,FJ625337_o,FJ625337_f,FJ625337_g,
OTU5655,Bacteria,Chloroflexi,Ktedonobacteria,JX133647_o,JX133647_f,JX133647_g,
OTU5656,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ466217_g,
OTU5657,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU5658,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Labilithrix,
OTU5659,Bacteria,Elusimicrobia,Elusimicrobia_c,Elusimicrobiales,AF407708_f,AY622271_g,
OTU566,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,EU137390_g,
OTU5660,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,EU881328_g,
OTU5661,Bacteria,TM6,TM6_c,Babela_o,,,
OTU5662,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU5663,Unassigned,,,,,,
OTU5664,Bacteria,TM6,TM6_c,Babela_o,EU735020_f,EU735020_g,
OTU5665,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,EU881120_g,
OTU5666,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ478962_g,
OTU5667,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ517701_g,
OTU5668,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,FR749768_f,FR749768_g,FR749768_s
OTU5669,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,JX505200_g,HQ674969_s
OTU567,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,
OTU5670,Unassigned,,,,,,
OTU5671,Bacteria,WS5,WS5_c,EU644175_o,EU644175_f,EU644175_g,
OTU5672,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU5673,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU680443_f,,
OTU5674,Unassigned,,,,,,
OTU5675,Bacteria,Cyanobacteria,Vampirovibrio_c,Vampirovibrio_o,Vampirovibrio_f,FJ543055_g,
OTU5676,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU881261_f,PAC000394_g,PAC000394_s
OTU5677,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodopila,
OTU5678,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,HM459632_g,
OTU5679,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,LKHV_g,
OTU568,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ478962_g,
OTU5680,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,DQ906072_g,
OTU5681,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,
OTU5682,Unassigned,,,,,,
OTU5683,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU680443_f,EF018438_g,EF018438_s
OTU5684,Bacteria,Acidobacteria,Solibacteres,Solibacterales,HQ445649_f,HQ445649_g,
OTU5685,Bacteria,TM6,TM6_c,Babela_o,,,
OTU5686,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU5687,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,
OTU5688,Bacteria,Armatimonadetes,FJ479425_c,FJ479425_o,FJ479425_f,FJ479177_g,
OTU5689,Bacteria,Chloroflexi,Anaerolineae,Anaerolinaeles,DQ404819_f,DQ404819_g,
OTU569,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodopila,
OTU5690,Unassigned,,,,,,
OTU5691,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,LKHV_g,
OTU5692,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Symbiobacteriaceae,Symbiobacterium,
OTU5693,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,EU861943_g,
OTU5694,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,AY921748_g,
OTU5695,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,
OTU5696,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,
OTU5697,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ517701_g,
OTU5698,Bacteria,Cyanobacteria,JQ650114_c,JQ650114_o,JQ650114_f,JQ650114_g,
OTU5699,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Holosporaceae,EU360475_g,
OTU57,Eukarya,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,,
OTU570,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
OTU5700,Unassigned,,,,,,
OTU5701,Bacteria,Nitrospirae,Nitrospira_c,GU444092_o,GU444092_f,GU444092_g,
OTU5702,Unassigned,,,,,,
OTU5703,Unassigned,,,,,,
OTU5704,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
OTU5705,Bacteria,Elusimicrobia,Elusimicrobia_c,Elusimicrobiales,AF407708_f,AY622271_g,
OTU5706,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,GQ263856_g,
OTU5707,Bacteria,Cyanobacteria,Vampirovibrio_c,Vampirovibrio_o,Vampirovibrio_f,Vampirovibrio,
OTU5708,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,EU881120_g,
OTU5709,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU881261_f,EU881261_g,
OTU571,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,,
OTU5710,Bacteria,TM6,TM6_c,Babela_o,Babela_f,JF185717_g,
OTU5711,Bacteria,Acidobacteria,Solibacteres,EU445199_o,EU445199_f,DQ451510_g,
OTU5712,Bacteria,Chloroflexi,Anaerolineae,Anaerolinaeles,DQ404819_f,DQ404819_g,
OTU5713,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,KB906767_g,
OTU5714,Bacteria,Chloroflexi,FR749824_c,FJ625377_o,FJ625377_f,FJ625377_g,
OTU5715,Bacteria,Cyanobacteria,JF737898_c,JF737898_o,EF018129_f,EF018129_g,
OTU5716,Unassigned,,,,,,
OTU5717,Bacteria,Cyanobacteria,JF737898_c,JF737898_o,EF018129_f,EF018129_g,
OTU5718,Bacteria,Chloroflexi,Ktedonobacteria,AY673403_o,AY673403_f,DQ125509_g,
OTU5719,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,AY425774_g,
OTU572,Bacteria,Chloroflexi,Ktedonobacteria,AY673403_o,AY673403_f,,
OTU5720,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ517701_g,
OTU5721,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Koribacter,
OTU5722,Bacteria,OMAN,OMAN_c,OMAN_o,OMAN_f,EU044230_g,
OTU5723,Bacteria,Chloroflexi,FR749824_c,FJ625377_o,FJ625377_f,FJ625377_g,
OTU5724,Unassigned,,,,,,
OTU5725,Unassigned,,,,,,
OTU5726,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ517701_g,
OTU5727,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,EF516298_g,
OTU5728,Bacteria,TM6,TM6_c,Babela_o,AY661981_f,EF516771_g,
OTU5729,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Solibacter,
OTU573,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU5730,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Procabacter,
OTU5731,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,EU881328_g,
OTU5732,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,LKHV_g,
OTU5733,Bacteria,Chloroflexi,FR749824_c,EF020133_o,EF020133_f,EF020133_g,
OTU5734,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,EU223954_g,EU223954_s
OTU5735,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,
OTU5736,Bacteria,Tenericutes,Mollicutes,JPXG_o,JPXG_f,EU335392_g,
OTU5737,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU5738,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Solibacter,
OTU5739,Bacteria,Acidobacteria,Z95718_c,Z95718_o,HQ166644_f,EU542532_g,
OTU574,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodoplanes,
OTU5740,Bacteria,Proteobacteria,Betaproteobacteria,DQ009366_o,DQ009366_f,AF280846_g,
OTU5741,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,EF515980_g,
OTU5742,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,AY921712_g,
OTU5743,Bacteria,Chloroflexi,Anaerolineae,Anaerolinaeles,DQ404819_f,DQ404819_g,
OTU5744,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU5745,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,AF407717_g,
OTU5746,Bacteria,Microgenomates_OP11,Microgenomatus_c,LCFQ_o,LCFQ_f,DQ404831_g,
OTU5747,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU5748,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas,
OTU5749,Unassigned,,,,,,
OTU575,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
OTU5750,Bacteria,Planctomycetes,OM190_c,OM190_o,AF407728_f,AF407728_g,
OTU5751,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,JQ337581_g,
OTU5752,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU5753,Bacteria,Acidobacteria,CP015136_c,CP015136_o,CP015136_f,Z95727_g,
OTU5754,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,FJ542842_g,
OTU5755,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,AY921748_g,
OTU5756,Unassigned,,,,,,
OTU5757,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU5758,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU5759,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,EU464870_g,
OTU576,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Pseudolabrys,
OTU5760,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,GQ339148_g,
OTU5761,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Holosporaceae,EU360475_g,
OTU5762,Bacteria,Actinobacteria,Actinobacteria_c,FJ478799_o,FJ478799_f,FJ478799_g,
OTU5763,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
OTU5764,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,EU234264_f,EU234264_g,
OTU5765,Bacteria,Chlorobi,Ignavibacteriae,OPB56_o,HQ343229_f,HQ343229_g,
OTU5766,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Alysiosphaera_f,EF125410_g,
OTU5767,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Paludibaculum,
OTU5768,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,,
OTU5769,Bacteria,Proteobacteria,Deltaproteobacteria,EU617842_o,EU617842_f,EU881182_g,
OTU577,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU5770,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU5771,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU5772,Unassigned,,,,,,
OTU5773,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
OTU5774,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Pelosinus,
OTU5775,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,
OTU5776,Bacteria,Chloroflexi,FR749824_c,FR749824_o,FR749824_f,FR749824_g,
OTU5777,Eukarya,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,
OTU5778,Bacteria,Proteobacteria,Deltaproteobacteria,EU861868_o,EU861868_f,EU861868_g,
OTU5779,Bacteria,Microgenomates_OP11,Microgenomatus_c,LCFQ_o,LCFQ_f,DQ404831_g,
OTU578,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,JPOM_g,
OTU5780,Bacteria,Latescibacteria_WS3,Latescibacter_c,AM991194_o,AM991194_f,AM991194_g,
OTU5781,Bacteria,Acidobacteria,Z95718_c,Z95718_o,HQ166644_f,EU542532_g,
OTU5782,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,JF833688_g,
OTU5783,Bacteria,TM6,TM6_c,Babela_o,AY661981_f,EF516771_g,
OTU5784,Bacteria,Chloroflexi,HM748667_c,HM748667_o,AB257647_f,AB257647_g,
OTU5785,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,
OTU5786,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,GQ472368_g,
OTU5787,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,
OTU5788,Bacteria,Firmicutes,Clostridia,Clostridiales,Desulfitobacterium_f,EU542432_g,
OTU5789,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ478962_g,
OTU579,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU5790,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
OTU5791,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU680443_f,EU680443_g,
OTU5792,Unassigned,,,,,,
OTU5793,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,EF516809_f,EF516809_g,
OTU5794,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,AB096215_f,AB096215_g,
OTU5795,Bacteria,Actinobacteria,Actinobacteria_c,Propionibacteriales,Nocardioidaceae,Actinopolymorpha,
OTU5796,Unassigned,,,,,,
OTU5797,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Shimazuella,
OTU5798,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU5799,Bacteria,Proteobacteria,Deltaproteobacteria,Deferrisoma_o,FJ479568_f,FJ479568_g,
OTU58,Bacteria,Chloroflexi,Ktedonobacteria,AY673403_o,AY673403_f,,
OTU580,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,AY913229_g,
OTU5800,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium,
OTU5801,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,
OTU5802,Bacteria,Proteobacteria,Deltaproteobacteria,FM253572_o,GU208445_f,GU208445_g,
OTU5803,Bacteria,Armatimonadetes,AB374370_c,AB374370_o,AB374370_f,AY796037_g,
OTU5804,Bacteria,TM6,TM6_c,Babela_o,AY661981_f,,
OTU5805,Eukarya,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,Chlamydomonas_applanata
OTU5806,Bacteria,Actinobacteria,Actinobacteria_c,FJ478799_o,FJ478799_f,EF516773_g,
OTU5807,Bacteria,Kazan,CP011216_c,FJ478736_o,FJ478736_f,FJ478736_g,
OTU5808,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Ohtaekwangia,
OTU5809,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,
OTU581,Bacteria,Chlorobi,Ignavibacteriae,HQ014634_o,HQ014634_f,HQ014634_g,
OTU5810,Unassigned,,,,,,
OTU5811,Bacteria,Chloroflexi,Ktedonobacteria,JX133647_o,JX133647_f,JX133647_g,JX133647_s
