#OTU ID,1,2,3,4,5,6,7,8,9,10,11,12,BCU1_2,BCU1_3,BCU2_1,BCU2_2,BCU3_1,BCU3_3,BCU4_1,BCU4_2,BCU4_3,BCW1_1,BCW1_2,BCW1_3,BCW2_1,BCW2_2,BCW2_3,BCW3_1,BCW3_2,BCW3_3,BCW4_1,BCW4_2,BCW4_3,S1_1,S1_2,S1_3,S2_1,S2_2,S2_3,S3_1,S3_2,S3_3,S4_1,S4_2,S4_3,SCK_1,SCK_2,SCK_3,taxonomy
OTU1,222,7,231,0,0,0,0,0,0,0,0,0,193,1626,2162,2741,1686,135,450,67,128,785,263,1018,1372,2367,1662,1476,80,265,572,214,34,188,131,462,475,1078,350,549,35,20,32,6,33,54,2,67,Bacteria;Actinobacteria;Actinobacteria_c;Micrococcales;Micrococcaceae;Pseudarthrobacter
OTU10,29,17,11,21,13,4,6,3,2,1,7,1,304,571,449,945,221,291,607,140,529,1081,207,317,452,596,572,517,203,1033,166,535,40,69,124,85,99,172,93,83,89,31,88,16,59,18,24,18,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Glaciimonas
OTU100,21,24,23,100,43,9,47,53,11,44,8,28,2,1,3,0,13,59,0,11,3,4,0,3,1,0,12,5,5,3,3,0,1,36,18,18,71,18,73,57,84,138,28,93,35,37,18,24,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;JADL_g
OTU1000,1,4,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,8,0,6,10,1,0,4,0,0,0,0,8,0,0,0,63,3,0,6,0,0,1,2,2,3,0,3,4,2,7,0,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;AB286332_g
OTU1001,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,1,8,14,0,0,4,22,6,1,0,2,2,0,0,8,7,0,12,24,12,3,3,7,4,2,2,5,0,0,0,0,0,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;EU335298_g
OTU1002,0,47,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,67,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;FJ479101_g
OTU1003,0,19,1,17,4,6,16,36,1,20,27,13,1,0,0,0,1,3,0,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,3,0,3,3,10,0,4,6,0,29,1,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;GQ339148_g
OTU1004,2,0,3,0,0,1,0,2,0,0,0,0,7,6,6,14,13,6,1,0,0,0,4,8,1,22,10,7,0,41,6,1,0,0,0,5,5,6,3,8,2,3,0,0,0,2,1,3,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Pseudolabrys
OTU1005,1,0,0,0,0,0,0,0,0,0,0,0,7,25,4,2,4,3,1,1,4,6,3,35,1,1,13,5,4,4,3,1,0,1,2,5,1,5,4,4,1,0,0,1,1,0,1,0,Bacteria;Cyanobacteria;JF417809_c;JF417809_o;JF417809_f;JF417809_g
OTU1006,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,0,0,0,0,0,0,0,0,5,6,2,0,4,0,0,0,2,0,4,1,5,1,5,0,0,0,0,0,1,0,0,Bacteria;Chloroflexi;HM748667_c;HM748667_o;AB257647_f;AB257647_g
OTU1007,20,6,15,2,4,1,0,1,0,0,2,1,20,32,26,30,34,30,22,12,3,12,25,17,6,10,22,44,17,37,60,5,7,2,31,19,12,30,10,18,16,11,9,10,2,11,3,9,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae
OTU1008,6,6,3,22,11,16,26,7,7,28,14,28,7,2,1,0,2,7,0,1,1,5,7,2,0,2,1,0,0,0,1,1,1,21,12,3,13,4,4,2,8,8,7,14,2,3,7,8,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;KB906767_g
OTU1009,1,17,8,16,23,13,15,18,5,25,11,14,22,4,0,0,1,16,0,5,2,4,10,3,0,2,2,3,11,5,4,1,8,14,17,7,14,8,14,2,14,8,5,9,4,6,24,8,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisphaera
OTU101,21,42,17,234,297,201,268,137,272,232,179,182,20,1,1,1,5,5,1,16,3,2,5,0,0,2,4,3,6,4,6,1,4,42,24,42,22,2,42,36,69,12,9,45,23,13,39,14,Bacteria;Acidobacteria;Solibacteres;EU445199_o;EU445199_f;DQ451510_g
OTU1010,2,2,2,0,0,0,0,3,0,0,2,0,5,3,0,0,1,12,0,2,0,0,1,3,0,0,0,0,0,3,1,0,1,0,9,28,0,3,3,1,2,3,1,2,1,0,1,3,Bacteria;Chloroflexi;Anaerolineae;Anaerolinaeles;DQ404819_f;DQ404819_g
OTU1011,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,30,17,0,0,0,0,0,0,0,1,19,2,5,0,3,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,1,0,0,Bacteria;Chloroflexi;HQ674362_c;EF516466_o;EF516466_f;EF516466_g
OTU1012,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,14,65,0,1,0,0,0,0,0,0,1,2,2,1,9,0,5,4,1,1,2,1,2,15,6,34,0,1,2,0,0,Bacteria;Planctomycetes;DQ228400_c;DQ228400_o;DQ228400_f;DQ228400_g
OTU1013,0,6,5,8,14,10,1,15,4,7,2,1,22,8,2,8,5,1,1,15,7,3,7,12,1,9,5,8,11,40,4,15,32,5,13,9,4,15,6,3,34,3,5,2,5,5,4,5,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Reyranella
OTU1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,1,0,0,0,0,0,0,2,3,34,0,0,0,0,10,0,0,0,0,0,9,9,2,0,0,2,0,0,0,0,0,0,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;FN554387_g
OTU1015,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,3,0,46,0,0,0,0,1,1,0,2,1,1,1,3,1,0,13,13,0,12,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f
OTU1016,0,5,0,1,1,4,1,1,2,2,8,4,0,0,0,3,14,1,0,0,2,0,0,0,0,0,2,16,1,1,0,0,0,1,3,1,4,0,3,7,9,2,2,10,6,0,2,1,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;Gemmata
OTU1017,0,2,0,1,1,0,0,0,1,2,2,1,1,0,0,0,1,0,1,1,18,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0,1,1,0,0,1,3,0,9,22,0,4,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;JADL_g
OTU1018,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,26,0,0,2,0,0,0,0,0,1,0,0,1,0,7,0,12,0,12,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;EF494332_g
OTU1019,6,0,9,0,2,0,1,1,0,0,0,0,0,8,0,1,4,0,0,1,0,0,12,33,0,0,0,1,0,1,0,0,0,0,2,3,0,0,0,2,0,0,0,0,1,15,0,22,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Dongia
OTU102,24,5,27,8,1,0,0,11,1,0,0,0,52,71,25,114,50,265,268,21,0,41,51,52,13,39,194,52,1,30,250,92,5,46,27,70,36,83,65,37,11,57,32,7,2,43,6,39,Bacteria;Actinobacteria;Rubrobacteria;Gaiellales;Gaiellaceae;Gaiella
OTU1020,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,41,Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium
OTU1021,21,0,22,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,22,0,20,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Dongia
OTU1022,49,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,28,0,37,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Methyloceanibacter
OTU1023,28,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;EF580943_g
OTU1024,0,0,0,76,19,2,2,6,2,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;DQ906086_g
OTU1025,0,3,0,45,16,1,2,9,4,6,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,3,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;JADL_g
OTU1026,0,0,0,3,25,25,22,9,22,7,21,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;AY913229_g
OTU1027,7,10,4,57,49,10,34,34,24,17,14,12,5,0,3,0,1,6,0,5,4,0,3,0,1,0,2,0,7,1,0,1,2,10,17,0,30,1,12,18,30,8,1,23,12,5,24,5,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
OTU1028,0,0,0,9,34,38,63,18,45,18,23,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,6,0,0,0,1,1,3,0,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;GQ339162_g
OTU1029,0,2,0,34,18,6,8,14,10,12,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,5,1,0,3,2,0,1,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;JADL_g
OTU103,30,24,16,15,19,4,8,11,2,2,1,0,66,82,56,106,97,102,169,39,33,42,48,108,47,153,89,60,31,57,84,78,52,27,70,113,46,112,47,74,44,41,33,13,19,24,30,43,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosia_f;Devosia
OTU1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,37,0,0,0,0,0,0,0,1,1,0,15,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,0,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter
OTU1031,2,107,1,21,22,26,19,40,26,75,86,58,5,12,15,1,6,8,0,3,9,5,1,8,0,0,7,2,4,1,0,3,3,36,3,42,82,15,25,22,23,26,5,9,32,2,165,3,Bacteria;Actinobacteria;Actinobacteria_c;Corynebacteriales;Mycobacteriaceae;Mycobacterium
OTU1032,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,2,0,0,2,0,1,26,2,1,2,0,0,11,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Afifella_f;FJ479444_g
OTU1033,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,34,3,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,Bacteria;Chloroflexi;HM748667_c;HM748667_o;HM748667_f;HM748667_g
OTU1034,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
OTU1035,10,0,11,20,5,4,12,6,2,6,0,3,6,0,0,0,0,6,0,0,0,2,13,1,0,0,2,0,0,1,0,0,0,10,6,7,3,2,11,3,13,21,2,2,3,5,1,3,Bacteria;Cyanobacteria;JQ650114_c;JQ650114_o;JQ650114_f;JQ650114_g
OTU1036,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,44,7,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,5,4,0,0,13,0,2,0,0,0,2,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Micavibrio_f;HM459608_g
OTU1037,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,10,0,10,0,0,0,0,0,39,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,16,0,0,0,Bacteria;Tenericutes;Mollicutes;JPXG_o;JPXG_f;HQ645183_g
OTU1038,3,7,2,0,0,0,0,1,0,0,0,0,2,0,0,0,2,6,0,8,38,0,0,0,0,0,2,4,19,2,0,2,1,6,0,1,2,0,7,1,4,3,4,13,17,3,7,2,Bacteria;Chloroflexi;HQ674362_c;EF516466_o;EF516466_f;EF516466_g
OTU1039,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,Unassigned
OTU104,6,2,4,0,0,1,0,1,0,0,0,0,39,23,161,18,60,38,40,69,3,150,3,29,255,5,63,49,5,5,11,40,57,49,24,40,33,52,81,20,8,6,17,10,7,6,0,1,Bacteria;Actinobacteria;Actinobacteria_c;Micrococcales;Microbacteriaceae
OTU1040,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,4,0,2,6,3,0,1,0,0,0,2,1,1,0,0,1,2,1,0,2,0,7,0,4,5,5,3,7,0,7,1,Bacteria;Chloroflexi;Thermomicrobia;FR749790_o;FR749790_f;FR749790_g
OTU1041,0,40,0,0,1,2,19,3,1,0,6,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,1,0,2,0,2,0,0,1,1,0,22,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidocella
OTU1042,1,0,1,1,2,4,0,5,0,0,0,0,6,0,1,2,0,0,18,5,4,0,5,0,1,1,0,0,21,9,2,12,3,0,1,0,1,3,0,1,4,2,9,0,1,2,1,0,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella
OTU1043,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,11,20,4,3,22,6,2,1,1,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;DQ906072_g
OTU1044,9,4,9,15,15,8,15,17,8,5,1,2,0,1,1,0,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,5,1,1,1,1,2,0,0,2,1,5,2,8,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodopila
OTU1045,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,8,0,0,0,1,0,1,0,8,0,0,0,1,0,1,0,0,0,0,5,3,0,0,17,30,0,4,0,Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;FJ715977_f;FJ715977_g
OTU1046,0,0,1,3,1,1,0,1,0,0,0,0,11,2,2,1,0,5,0,7,0,1,6,0,0,0,1,1,1,8,0,1,8,7,7,3,13,3,2,1,6,9,13,4,2,1,1,1,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;EF157243_g
OTU1047,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,2,0,9,0,0,5,11,1,0,3,1,5,0,0,3,13,0,1,6,0,2,2,2,4,0,3,1,0,0,0,0,0,Eukarya;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Scenedesmus
OTU1048,2,0,0,0,4,0,0,0,0,0,0,0,5,2,7,5,0,2,2,0,0,34,15,14,11,2,13,3,0,2,0,2,11,3,3,2,10,2,5,0,0,0,0,0,0,2,0,0,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Tepidisphaeraceae;Tepidisphaera
OTU1049,3,5,2,43,32,13,8,21,11,37,7,21,6,2,6,0,1,2,2,1,1,19,3,5,87,0,14,1,0,0,1,2,2,6,8,11,15,0,4,2,6,2,2,2,2,6,5,4,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
OTU105,14,57,21,144,108,43,41,78,15,79,19,52,25,8,2,6,7,97,3,17,6,5,3,7,0,4,8,2,6,42,12,10,15,83,63,40,27,53,61,22,185,146,26,31,17,37,57,27,Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacter_o;DQ480487_f;DQ480487_g
OTU1050,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,5,11,0,0,0,0,0,0,0,0,53,13,5,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,3,0,1,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;GQ402825_g
OTU1051,14,11,12,38,3,0,1,16,1,38,19,0,0,1,0,0,3,2,0,8,26,1,0,0,0,1,3,12,41,0,0,0,1,4,4,2,3,0,14,13,10,12,2,46,24,10,7,9,Bacteria;Cyanobacteria;JF737898_c;JF737898_o;EF018129_f;EF018129_g
OTU1052,2,0,0,0,0,0,0,0,0,0,0,0,2,38,25,13,30,4,1,0,0,6,4,13,17,24,13,27,0,4,4,0,1,0,1,1,3,10,8,7,0,0,0,0,0,5,0,4,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;AB672281_g
OTU1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,2,0,0,0,0,0,0,0,37,0,1,0,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Unassigned
OTU1054,3,0,2,0,0,0,0,0,0,1,0,0,12,5,0,1,1,1,0,0,0,5,0,1,1,2,2,2,2,0,0,0,22,1,3,0,2,1,0,2,1,0,1,2,1,1,0,2,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;Gemmata
OTU1055,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,3,3,0,9,0,4,17,1,14,9,12,17,3,1,5,1,8,2,2,5,3,4,1,2,3,3,0,2,0,1,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
OTU1056,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,13,1,1,6,13,0,4,0,1,9,0,7,1,1,4,3,5,1,0,5,2,1,1,4,5,7,3,2,2,0,2,Bacteria;Bacteroidetes;Sphingobacteriia;HQ178786_o;HQ178786_f;HQ178786_g
OTU1057,0,0,0,8,9,47,8,8,22,12,14,11,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,3,1,0,1,1,1,3,0,Bacteria;Acidobacteria;Solibacteres;EU445199_o;EU445199_f;HM748715_g
OTU1058,1,16,1,7,2,4,4,7,0,0,0,5,1,2,0,0,0,22,0,4,7,0,1,0,1,0,4,0,6,0,0,0,2,12,3,4,9,3,10,2,15,24,17,12,1,2,14,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;HM259262_g
OTU1059,1,1,1,5,9,16,0,6,1,4,0,2,0,0,0,5,0,6,0,3,0,1,0,0,0,0,0,1,0,3,0,0,3,6,1,0,15,0,1,0,1,2,2,1,0,4,0,1,Bacteria;Bacteroidetes;Sphingobacteriia;HQ178786_o;FJ793180_f;FJ466260_g
OTU106,1,0,0,0,1,0,0,0,0,0,0,0,8,32,30,64,80,11,1,0,0,12,28,33,8,249,2,7,0,100,81,5,0,2,12,9,13,27,2,15,2,1,3,0,0,1,0,1,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter
OTU1060,5,0,4,1,2,0,0,1,0,0,0,0,2,12,1,3,8,0,1,0,0,1,1,1,0,3,0,4,0,0,0,0,0,3,1,45,8,3,3,11,1,2,0,0,0,8,0,3,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;EF515980_g
OTU1061,0,0,0,0,0,0,2,0,0,0,0,0,6,3,5,0,0,2,5,16,0,19,0,6,12,2,25,0,0,2,0,5,11,8,7,1,25,11,15,2,13,7,1,1,0,0,0,0,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Tepidisphaeraceae;Tepidisphaera
OTU1062,2,9,1,106,29,16,21,7,44,52,28,34,2,1,1,0,1,5,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,10,14,9,5,0,6,8,15,5,3,1,1,3,12,0,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;KB906767_g
OTU1063,5,3,10,0,2,0,3,2,0,0,0,0,1,6,10,7,0,0,0,1,6,0,1,19,7,0,1,0,0,1,0,1,3,6,5,21,39,28,24,1,4,0,1,21,7,20,2,9,Bacteria;Acidobacteria;Thermoanaerobaculum_c;Thermoanaerobaculum_o;EU881271_f;EU881271_g
OTU1064,1,1,3,4,1,0,2,10,0,2,0,0,7,0,4,3,0,2,11,9,5,1,2,1,0,1,1,0,5,0,0,3,4,2,3,4,8,3,7,2,2,3,2,4,12,3,3,2,Bacteria;Actinobacteria;Actinobacteria_c;Frankiales
OTU1065,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,11,2,0,4,0,0,0,0,0,2,1,1,4,0,1,0,2,2,1,5,0,1,0,5,30,8,2,2,0,0,0,Bacteria;Elusimicrobia;Elusimicrobia_c;EU861834_o;EU861834_f;EU134603_g
OTU1066,24,13,21,4,0,0,1,1,2,0,0,0,2,1,0,1,4,4,0,4,29,0,11,0,0,0,2,3,26,41,4,0,2,2,4,1,2,0,10,7,10,10,7,18,19,19,8,12,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Reyranella
OTU1067,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0,1,0,0,0,33,0,9,5,2,18,0,0,0,0,0,4,0,1,1,5,1,1,0,0,0,0,0,0,0,0,0,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Tepidisphaeraceae;Tepidisphaera
OTU1068,3,0,9,0,0,0,0,0,0,0,0,0,7,6,3,12,7,2,0,1,0,0,2,11,0,28,1,6,0,3,0,0,0,0,1,8,1,18,3,8,0,1,0,0,0,2,1,5,Bacteria;Actinobacteria;Actinobacteria_c;Propionibacteriales;Nocardioidaceae;Kribbella
OTU1069,11,1,5,0,4,2,0,0,0,0,0,0,2,7,2,3,3,1,2,0,0,0,1,2,1,0,0,3,0,1,3,1,1,0,4,5,1,8,0,5,1,1,2,0,0,13,0,5,Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacter_o;Steroidobacter_f;Acidibacter
OTU107,5,14,9,5,3,2,3,3,0,4,0,0,16,3,15,7,9,137,14,10,6,4,1,1,2,1,16,4,2,60,4,10,3,28,23,3,71,72,63,25,89,208,203,34,40,5,7,3,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
OTU1070,0,1,0,0,0,0,0,0,0,0,0,0,1,20,17,1,1,3,0,5,0,10,15,7,53,3,10,12,0,1,7,1,8,2,2,0,3,10,10,2,0,1,2,0,0,0,0,0,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
OTU1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,4,3,1,6,0,0,0,8,9,0,1,0,0,2,6,1,0,0,0,4,0,0,0,0,0,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Amoebophilaceae;GU118264_g
OTU1072,0,22,0,0,1,0,0,3,0,5,3,1,0,2,0,0,0,2,2,2,0,0,0,0,0,1,0,1,0,0,0,1,0,10,1,1,1,1,0,1,12,13,8,4,4,0,29,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;FR687426_f;FR687426_g
OTU1073,0,6,0,6,4,1,3,3,0,3,4,1,7,1,1,0,1,3,1,7,1,6,2,5,2,0,6,0,12,4,3,2,8,1,6,0,14,4,8,1,19,2,4,10,8,2,3,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;AF465649_g
OTU1074,0,0,1,0,0,0,0,0,0,0,0,0,3,4,1,0,3,2,0,5,0,9,17,8,0,0,7,8,0,3,9,11,6,0,0,1,0,1,1,2,2,0,0,0,0,0,1,0,Bacteria;Armatimonadetes;FJ479425_c;JF319233_o;JF319233_f;GQ397023_g
OTU1075,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,3,0,15,0,2,4,1,7,0,1,0,0,5,7,1,0,0,3,3,2,0,0,0,1,0,0,0,0,0,Bacteria;Armatimonadetes;AB374370_c;AB374370_o;AB374370_f
OTU1076,2,0,3,0,0,0,0,0,0,0,0,0,5,5,15,4,1,3,1,0,0,9,1,3,27,2,6,4,0,0,4,1,1,2,2,2,10,6,4,1,0,0,1,0,0,1,0,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
OTU1077,21,31,18,10,10,2,8,7,2,3,2,15,2,0,0,0,0,12,0,3,1,0,1,0,0,1,3,0,2,0,1,1,1,16,2,2,7,4,11,5,12,26,1,41,7,12,23,18,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;DQ906072_g
OTU1078,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,20,3,8,3,10,0,0,0,4,0,2,Bacteria;Bacteroidetes;Sphingobacteriia;HQ178786_o;HQ178786_f;HQ178786_g
OTU1079,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,15,0,0,0,0,0,0,0,0,2,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavihumibacter
OTU108,30,1,27,1,0,0,0,0,0,0,0,0,22,25,29,82,32,90,50,6,9,8,30,23,9,142,104,49,9,39,76,25,15,8,45,11,16,115,17,16,13,41,20,4,6,15,1,30,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium
OTU1080,0,1,0,0,0,1,0,0,2,0,0,0,1,4,19,4,6,2,0,3,0,33,0,22,18,0,2,0,1,0,1,0,1,1,0,2,5,5,3,0,1,1,1,0,1,0,5,0,Eukarya;Chlorophyta;Trebouxiophyceae;Coccomyxa_o;Coccomyxa_f;Coccomyxa
