#OTU ID,1,2,3,4,5,6,7,8,9,10,11,12,BCU1_2,BCU1_3,BCU2_1,BCU2_2,BCU3_1,BCU3_3,BCU4_1,BCU4_2,BCU4_3,BCW1_1,BCW1_2,BCW1_3,BCW2_1,BCW2_2,BCW2_3,BCW3_1,BCW3_2,BCW3_3,BCW4_1,BCW4_2,BCW4_3,S1_1,S1_2,S1_3,S2_1,S2_2,S2_3,S3_1,S3_2,S3_3,S4_1,S4_2,S4_3,SCK_1,SCK_2,SCK_3,taxonomy
OTU3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,0,0,2,0,2,Unassigned
OTU3031,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,8,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JX505200_g
OTU3032,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;FJ660559_g
OTU3033,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,10,1,10,8,1,2,0,4,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JX505200_g
OTU3034,6,0,30,0,0,0,0,0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,3,1,0,42,3,4,3,0,0,1,3,13,0,21,Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium
OTU3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,Bacteria;Bacteroidetes;Sphingobacteriia;CP012155_o;CP012155_f;EF471578_g
OTU3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,2,0,1,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Ohtaekwangia
OTU3037,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,1,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;AB096215_f;AB096215_g
OTU3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;AB179503_g
OTU3039,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,7,3,0,0,0,1,0,0,3,0,2,Bacteria;Elusimicrobia;Elusimicrobia_c;EU861834_o;DQ676361_f;EU589308_g
OTU304,2,11,5,117,54,28,43,20,44,48,29,47,30,10,1,5,1,0,1,36,8,21,24,3,4,0,6,0,30,16,0,1,50,26,38,12,26,3,11,5,14,1,10,13,7,4,7,4,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Edaphobacter
OTU3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,1,0,1,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Terrimonas
OTU3041,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,3,Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas
OTU3042,2,0,1,1,4,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,2,5,1,1,0,1,1,0,1,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Cavicella
OTU3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Unassigned
OTU3044,0,1,1,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,5,1,6,3,2,1,2,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;GQ339148_g
OTU3045,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,6,0,3,11,1,6,0,1,1,0,0,0,2,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,2,Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;AB630820_g
OTU3046,0,0,1,2,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,9,1,0,0,0,0,1,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia
OTU3047,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,16,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacter_o;Steroidobacter_f;Steroidobacter
OTU3048,0,5,1,11,2,1,4,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,2,1,2,3,0,1,5,0,3,0,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;AB294332_g
OTU3049,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,5,0,5,1,3,1,0,0,2,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;FJ479101_g
OTU305,6,1,11,24,5,12,13,10,5,12,3,6,34,22,0,8,1,25,13,29,6,60,117,23,0,0,6,2,17,29,10,25,18,12,22,17,10,7,6,2,7,4,17,6,9,12,4,13,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizomicrobium_f;Rhizomicrobium
OTU3050,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,2,0,3,0,Bacteria;Cyanobacteria;JQ650114_c;JQ650114_o;JQ650114_f;JQ650114_g
OTU3051,3,5,2,1,0,2,0,2,1,0,2,4,0,1,0,0,0,0,0,0,3,0,1,1,0,0,4,0,1,0,0,0,0,0,1,0,1,0,2,1,3,0,0,1,0,3,13,5,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;DQ906072_g
OTU3052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,1,2,6,2,3,0,0,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;EF494362_g
OTU3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,2,2,0,0,1,0,1,0,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula
OTU3054,0,1,1,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f
OTU3055,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,1,0,4,2,0,0,2,0,Bacteria;Bacteroidetes;Sphingobacteriia;HQ178786_o;FJ793180_f;FJ466260_g
OTU3056,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,3,0,Unassigned
OTU3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Bacteria;Gemmatimonadetes;Gemmatimonadetes_c;Gemmatimonadales;Gemmatimonadaceae
OTU3058,0,0,2,5,3,0,3,3,0,1,0,0,0,1,0,0,0,0,0,2,0,5,0,1,0,0,1,0,2,2,0,0,1,2,1,0,0,0,1,0,1,0,1,0,3,0,2,0,Bacteria;Bacteroidetes;Sphingobacteriia;JF703478_o;JF776928_f;JF417867_g
OTU3059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,Bacteria;Spirochaetes;Spirochaetes_c;Spirochaetales;Spirochaetaceae;Spirochaeta
OTU306,3,12,1,40,40,20,14,15,20,24,30,26,16,4,2,0,8,17,17,22,12,30,31,13,0,0,2,1,19,26,12,16,33,12,13,10,6,10,7,3,25,8,13,3,12,3,17,2,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
OTU3060,0,1,0,0,6,4,1,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Bacteria;Cyanobacteria;JQ650114_c;JQ650114_o;JQ650114_f;JQ650114_g
OTU3061,1,0,2,2,1,1,0,0,0,1,1,0,6,2,0,1,1,1,0,2,0,0,17,1,0,0,1,0,0,3,0,0,8,0,3,3,0,2,1,4,2,5,0,0,0,2,0,1,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;EF157243_g
OTU3062,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,8,2,2,2,1,19,7,0,9,1,Archaea;Euryarchaeota;Thermoplasmata;EF446193_o;EF446193_f;EF446193_g
OTU3063,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,3,4,0,1,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;JADL_g
OTU3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella
OTU3065,0,1,0,6,4,1,9,2,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,5,1,0,0,5,0,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Dinghuibacter
OTU3066,2,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,5,1,7,2,0,0,2,2,0,8,Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga
OTU3067,0,2,0,5,13,4,7,13,8,7,5,0,2,0,0,0,0,0,0,4,1,1,4,0,0,0,1,1,5,0,0,2,1,3,5,0,1,1,2,2,5,3,2,4,3,0,2,0,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;DQ906071_g
OTU3068,0,4,1,1,2,1,0,0,0,1,0,1,2,0,0,0,0,5,0,1,0,0,1,1,0,1,6,0,2,1,2,0,1,1,5,2,0,1,0,2,5,1,7,0,0,0,2,0,Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas
OTU3069,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,1,1,2,2,2,0,0,1,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;JQ798478_g
OTU307,209,4,234,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,170,0,181,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
OTU3070,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,2,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,2,1,2,11,1,8,4,0,6,0,Bacteria;Chloroflexi;FR749824_c;FR749824_o;FR749824_f;FR749824_g
OTU3071,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,Bacteria;Chloroflexi;FR749824_c;FR749824_o;FR749824_f;FR749824_g
OTU3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,22,0,0,0,0,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium
OTU3073,0,11,0,0,2,0,1,3,1,4,5,3,3,0,1,0,0,8,0,1,1,0,2,0,0,0,0,0,2,4,0,0,1,7,5,1,7,1,8,0,5,3,6,2,8,1,9,0,Bacteria;Chloroflexi;FR749824_c;FJ625377_o;FJ625377_f;FJ625377_g
OTU3074,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,0,1,6,1,0,0,0,3,0,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herminiimonas
OTU3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;AM180160_g
OTU3076,2,2,5,0,0,0,0,0,1,0,1,0,7,29,6,11,4,6,19,4,18,5,15,32,2,18,27,12,9,6,10,4,4,11,9,35,10,19,7,6,4,0,24,2,3,3,6,7,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus
OTU3077,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,Unassigned
OTU3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,Unassigned
OTU3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,1,3,0,0,1,0,0,0,1,1,0,1,1,0,0,0,5,0,0,0,0,0,Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaera_o;Pedosphaera_f;JN177836_g
OTU308,0,35,1,158,126,97,173,110,118,153,233,37,11,6,27,3,7,15,3,9,2,1,0,3,4,2,17,1,1,26,0,3,5,62,64,24,115,10,57,29,81,57,32,50,34,2,62,1,Bacteria;Actinobacteria;Actinobacteria_c;Streptosporangiales;AF498716_f;AF498716_g
OTU3080,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,3,0,0,7,0,0,5,0,0,0,0,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Silvimonas
OTU3081,0,4,0,5,4,2,7,2,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,8,0,1,0,4,3,0,3,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Stella
OTU3082,0,1,0,0,0,4,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,Bacteria;Cyanobacteria;JQ650114_c;JQ650114_o;JQ650114_f;JQ650114_g
OTU3083,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,Unassigned
OTU3084,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;EF516298_g
OTU3085,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,1,4,0,0,0,Unassigned
OTU3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Unassigned
OTU3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,8,0,2,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;FJ478962_g
OTU3088,0,4,1,0,0,1,0,3,0,2,0,4,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,3,2,0,2,1,6,2,6,6,2,4,13,1,2,4,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f
OTU3089,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;EF516298_g
OTU309,17,9,10,0,0,0,0,10,0,1,0,0,53,21,7,6,12,50,109,12,1,9,13,16,3,4,31,17,0,38,4,49,6,27,48,9,13,11,25,11,38,25,31,12,5,27,5,24,Bacteria;Actinobacteria;Rubrobacteria;Gaiellales;Gaiellaceae;Gaiella
OTU3090,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9,1,0,1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Labilithrix
OTU3091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,6,0,1,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodopila
OTU3092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales
OTU3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;EU680443_f;EU680443_g
OTU3094,1,0,1,2,0,0,2,0,0,0,5,0,1,0,2,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,1,2,2,1,1,1,1,0,0,0,Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaera_o;Pedosphaera_f;GU127739_g
OTU3095,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;JADL_g
OTU3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,9,5,0,2,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;DQ906072_g
OTU3097,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,4,1,1,0,Bacteria;Chloroflexi;Anaerolineae;Anaerolinaeles;DQ404819_f;DQ404819_g
OTU3098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,3,0,2,0,0,0,Unassigned
OTU3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,Bacteria;Chloroflexi;FR749824_c;EF516434_o;EF516434_f;EF516434_g;EF516434_s
OTU31,10,21,16,218,357,327,531,300,417,105,104,126,2,18,10,2,15,35,0,26,4,3,2,9,2,4,71,5,7,5,1,2,4,120,33,105,97,15,247,58,165,136,2,231,20,11,17,7,Bacteria;Acidobacteria;Solibacteres;EU445199_o;EU445199_f;HM748715_g
OTU310,4,14,3,36,96,127,109,83,151,69,55,85,9,10,0,0,1,6,0,8,9,0,5,2,1,0,1,0,21,2,2,0,6,24,13,52,7,0,10,4,20,0,4,7,12,1,11,2,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;KB906767_g
OTU3100,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,2,1,0,3,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;GQ339162_g
OTU3101,7,2,4,0,1,0,4,1,0,0,0,0,1,3,0,0,0,3,0,2,0,0,0,0,0,1,0,0,2,0,16,1,6,0,2,2,0,2,1,1,1,0,0,4,3,4,0,2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
OTU3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,1,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;GQ339148_g
OTU3103,0,0,0,1,3,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;JADL_g
OTU3104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,1,1,0,1,1,0,1,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f
OTU3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;EU680443_f
OTU3106,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,Bacteria;Elusimicrobia;Elusimicrobia_c;Elusimicrobiales;AF407708_f;AF407708_g
OTU3107,0,4,0,1,0,0,1,0,0,0,0,0,1,0,1,1,2,4,0,0,1,1,2,2,0,2,1,0,0,2,1,0,3,5,1,0,0,1,0,0,3,1,8,2,1,2,3,1,Bacteria;Elusimicrobia;Elusimicrobia_c;Elusimicrobiales;AF407708_f;AF407708_g
OTU3108,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,3,5,0,0,0,0,2,1,0,0,0,0,1,0,1,0,5,1,2,0,0,0,5,4,0,9,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavitalea
OTU3109,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,Bacteria;Chloroflexi;FR749824_c;FR749824_o;FR749824_f;FR749824_g
OTU311,0,0,0,0,0,0,0,0,0,0,0,0,2,13,41,16,17,5,23,0,0,0,3,3,68,26,20,42,0,3,1,22,0,0,1,8,9,40,16,8,5,2,8,0,0,1,0,0,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;JX186580_g
OTU3110,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,4,0,0,1,Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacter_o;Steroidobacter_f;EF688386_g
OTU3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Unassigned
OTU3112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Bacteria;Cyanobacteria;Vampirovibrio_c;Vampirovibrio_o;Vampirovibrio_f;Vampirovibrio
OTU3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Bacteria;Chloroflexi;FR749824_c;FR749824_o;FR749824_f;FR749824_g
OTU3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,Bacteria;Chloroflexi;Anaerolineae;Anaerolinaeles;DQ404819_f;DQ404819_g;HQ595226_s
